"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"CC","GO:0030667","secretory granule membrane","23/669","325/19979",0.0707692307692308,2.11345061515465,3.76690866875417,0.000644592186979476,0.00619077079578205,0.00619077079578205,"MME/CA4/FABP5/ADGRE5/PECAM1/CD55/PLAU/NFASC/CEACAM1/ABCA3/PHACTR2/LAMP3/TYROBP/DSP/CD93/CAV2/C5AR1/CD36/PTPRB/CAV1/DMBT1/OLR1/STOM",23
"CC","GO:0016327","apicolateral plasma membrane","5/669","22/19979",0.227272727272727,6.7872672917516,5.05516318287121,0.000679850125697151,0.00629956905142206,0.00629956905142206,"CLDN5/KRT19/KRT8/CLDN4/CLDN3",5
"CC","GO:0000779","condensed chromosome, centromeric region","16/669","190/19979",0.0842105263157895,2.51486114389112,3.90513119410179,0.000683250439416709,0.00629956905142206,0.00629956905142206,"CENPA/H3-3B/BUB1B/TTK/ZWINT/NDC80/KAT2B/BIRC5/AURKA/CENPF/BUB1/CCNB1/NEK2/CDC20/MAD2L1/CENPU",16
"CC","GO:0044291","cell-cell contact zone","9/669","75/19979",0.12,3.58367713004484,4.1725026152578,0.000876930886070321,0.00792676742114545,0.00792676742114545,"DSG2/SLC2A1/PECAM1/FXYD1/DSP/DES/AHNAK/JAM2/ATP2A2",9
"CC","GO:0030139","endocytic vesicle","24/669","362/19979",0.0662983425414365,1.97993211604687,3.50212712762754,0.00123003159200318,0.010904703152182,0.010904703152182,"HBB/SLC15A2/LDLR/HBA1/HLA-E/COLEC12/PTCH1/SFTPD/HYAL2/MARCO/ADRB2/SFTPB/SFTPA2/IL7R/SFTPC/ARRB1/CD36/CAV1/HBA2/HBEGF/ANXA3/RAB11FIP1/MSR1/DMBT1",24
"CC","GO:0070820","tertiary granule","14/669","164/19979",0.0853658536585366,2.54936381202377,3.70831160417644,0.00126820753212769,0.0110310126851106,0.0110310126851106,"HBB/MMP9/TCN1/CD55/PLAU/NFASC/CEACAM1/QPCT/DSP/CD93/PTPRB/TMT1A/OLR1/STOM",14
"CC","GO:0071953","elastic fiber","6/669","37/19979",0.162162162162162,4.84280693249303,4.35474769513728,0.00132127868665369,0.0112798050842102,0.0112798050842102,"MFAP4/DCN/FBLN5/FBLN1/LTBP4/VCAN",6
"CC","GO:0005938","cell cortex","22/669","323/19979",0.0681114551083591,2.03407886638252,3.48742822637395,0.00137325940447336,0.0115104106447676,0.0115104106447676,"CLDN5/SPTBN1/MYH10/SLC2A1/KRT19/CLIC5/MELK/ENO1/EPB41L2/GMFG/CD302/CDH1/DST/NEDD9/FRY/STK39/CAV1/FGFR2/DLC1/ECT2/MYL9/FERMT2",22
"CC","GO:0101002","ficolin-1-rich granule","15/669","186/19979",0.0806451612903226,2.40838516804089,3.59186519505118,0.00153368072581502,0.0126254788321558,0.0126254788321558,"GPI/HBB/MMP9/MIF/CD55/NFASC/QPCT/CFD/GMFG/MNDA/PRDX4/DSP/CD93/CAT/ALOX5",15
"CC","GO:0000922","spindle pole","15/669","187/19979",0.0802139037433155,2.39550610297115,3.5686637439793,0.00161732573971103,0.0130671205053001,0.0130671205053001,"ASPM/KIF2A/TPX2/DLGAP5/KIF11/AURKA/PRC1/NEDD9/CENPF/FRY/CCNB1/EML1/NEK2/CDC20/MAD2L1",15
"CC","GO:0043034","costamere","4/669","16/19979",0.25,7.46599402092676,4.81593163271521,0.00164401949958223,0.0130671205053001,0.0130671205053001,"SYNM/KRT19/AHNAK/DMD",4
"CC","GO:0072686","mitotic spindle","14/669","169/19979",0.0828402366863905,2.473938847171,3.58161175054576,0.00168773837145202,0.0131872438854133,0.0131872438854133,"ASPM/TPX2/DLGAP5/KIF11/NUSAP1/CDK1/KAT2B/AURKA/PRC1/NEDD9/DPYSL2/EML1/ECT2/MAD2L1",14
"CC","GO:0030666","endocytic vesicle membrane","16/669","208/19979",0.0769230769230769,2.29722892951593,3.50051466270507,0.0017742722345926,0.0136323250024531,0.0136323250024531,"SLC15A2/LDLR/HLA-E/COLEC12/PTCH1/MARCO/ADRB2/IL7R/ARRB1/CD36/CAV1/HBEGF/ANXA3/RAB11FIP1/MSR1/DMBT1",16
"CC","GO:0045120","pronucleus","4/669","17/19979",0.235294117647059,7.02681790204871,4.62709515859462,0.00209339459890045,0.0158205722966084,0.0158205722966084,"SLC2A1/AURKA/CENPF/EZH2",4
"CC","GO:0043296","apical junction complex","13/669","157/19979",0.0828025477707006,2.47281330629421,3.44843239209021,0.00244297495989115,0.0181647009114487,0.0181647009114487,"CLDN5/PMP22/SYNPO/WWTR1/CDH5/CDH1/EPCAM/CLDN18/JAM2/SORBS1/ECT2/CLDN4/CLDN3",13
"CC","GO:0000775","chromosome, centromeric region","18/669","257/19979",0.0700389105058366,2.0916403482752,3.27845019293788,0.00267884923775805,0.0196023729937533,0.0196023729937533,"CENPA/H3-3B/BUB1B/TTK/ZWINT/NDC80/KAT2B/BIRC5/AURKA/CENPF/EZH2/BUB1/TOP2A/CCNB1/NEK2/CDC20/MAD2L1/CENPU",18
"CC","GO:0042581","specific granule","13/669","160/19979",0.08125,2.4264480568012,3.37188698959834,0.00288209601867071,0.0207600978844875,0.0207600978844875,"CHI3L1/SLPI/LCN2/TCN1/PLAU/CEACAM1/QPCT/CD93/CD36/PTPRB/ANXA3/OLR1/STOM",13
"CC","GO:0005912","adherens junction","15/669","199/19979",0.0753768844221105,2.25105347364626,3.30131673985399,0.00295566962470723,0.0209625184152312,0.0209625184152312,"PLPP3/STXBP6/SYNM/TMEM204/CEACAM1/JCAD/CDH3/CDH5/CDH1/PDLIM2/DSP/TMEM47/SORBS1/EFNB2/FERMT2",15
"CC","GO:0005819","spindle","26/669","433/19979",0.0600461893764434,1.79321796345585,3.10602872736867,0.00313352109327283,0.0218871700605875,0.0218871700605875,"ASPM/KIF2A/TPX2/MYH10/BUB1B/DLGAP5/TTK/KIF11/NUSAP1/CDK1/RPS6KA2/KAT2B/BIRC5/AURKA/PRC1/NEDD9/CENPF/FRY/DPYSL2/CCNB1/EML1/NEK2/CDC20/ECT2/KIF4A/MAD2L1",26
"CC","GO:1904813","ficolin-1-rich granule lumen","11/669","125/19979",0.088,2.62802989536622,3.39853150026288,0.00321184404529581,0.0219616082084646,0.0219616082084646,"GPI/HBB/MMP9/MIF/QPCT/CFD/GMFG/MNDA/PRDX4/CAT/ALOX5",11
"CC","GO:0005667","transcription regulator complex","28/669","479/19979",0.058455114822547,1.74570215103089,3.0747780582393,0.00323945630840693,0.0219616082084646,0.0219616082084646,"LMO2/HMGA1/FOXF1/TCF4/NR4A1/WWTR1/TCF21/GATA2/HYAL2/MEIS1/ZBTB16/CEBPD/FOS/LDB2/NR4A3/GATA6/EPAS1/KLF4/NR4A2/POU2AF1/ATF3/GMNN/TAL1/FOXF2/DACH1/SOX4/TBX2/SMAD6",28
"CC","GO:0030057","desmosome","5/669","31/19979",0.161290322580645,4.81677033608178,3.95844961825265,0.00342160943008384,0.0228603180763572,0.0228603180763572,"DSG2/CDH1/DSP/PERP/KAZN",5
"CC","GO:0030864","cortical actin cytoskeleton","8/669","77/19979",0.103896103896104,3.10275076194359,3.44098458483261,0.00417999773643066,0.0275282708070648,0.0275282708070648,"CLDN5/SPTBN1/SLC2A1/KRT19/EPB41L2/GMFG/CDH1/DLC1",8
"CC","GO:0030496","midbody","14/669","187/19979",0.0748663101604278,2.23580569610641,3.16026921910868,0.00425907023603631,0.0276539630818695,0.0276539630818695,"ASPM/MYH10/SLC2A1/PTCH1/CDK1/TACC1/CEP55/BIRC5/AURKA/PRC1/CENPF/NEK2/ECT2/KIF4A",14
"CC","GO:0031528","microvillus membrane","5/669","33/19979",0.151515151515152,4.52484486116773,3.7719592839673,0.00452395254370572,0.0289658628145602,0.0289658628145602,"SLC7A11/CEACAM1/SLC7A5/PODXL/S100P",5
"CC","GO:0005923","bicellular tight junction","11/669","132/19979",0.0833333333333333,2.48866467364225,3.19399579271831,0.00486597843728279,0.0298063444866146,0.0298063444866146,"CLDN5/PMP22/SYNPO/WWTR1/CDH5/EPCAM/CLDN18/JAM2/ECT2/CLDN4/CLDN3",11
"CC","GO:0031838","haptoglobin-hemoglobin complex","3/669","11/19979",0.272727272727273,8.14472075010192,4.41176371142968,0.00504315590012134,0.0298063444866146,0.0298063444866146,"HBB/HBA1/HBA2",3
"CC","GO:0034992","microtubule organizing center attachment site","3/669","11/19979",0.272727272727273,8.14472075010192,4.41176371142968,0.00504315590012134,0.0298063444866146,0.0298063444866146,"SYNE1/SYNE3/SPAG4",3
"CC","GO:0034993","meiotic nuclear membrane microtubule tethering complex","3/669","11/19979",0.272727272727273,8.14472075010192,4.41176371142968,0.00504315590012134,0.0298063444866146,0.0298063444866146,"SYNE1/SYNE3/SPAG4",3
"CC","GO:0106083","nuclear membrane protein complex","3/669","11/19979",0.272727272727273,8.14472075010192,4.41176371142968,0.00504315590012134,0.0298063444866146,0.0298063444866146,"SYNE1/SYNE3/SPAG4",3
"CC","GO:0106094","nuclear membrane microtubule tethering complex","3/669","11/19979",0.272727272727273,8.14472075010192,4.41176371142968,0.00504315590012134,0.0298063444866146,0.0298063444866146,"SYNE1/SYNE3/SPAG4",3
"CC","GO:0005680","anaphase-promoting complex","4/669","22/19979",0.181818181818182,5.42981383340128,3.86943105764276,0.00563499705403943,0.0328827043280022,0.0328827043280022,"BUB1B/UBE2S/UBE2C/CDC20",4
"CC","GO:0005833","hemoglobin complex","3/669","12/19979",0.25,7.46599402092676,4.17030135467606,0.00655836223122899,0.0376708237195114,0.0376708237195114,"HBB/HBA1/HBA2",3
"CC","GO:0044217","other organism part","5/669","36/19979",0.138888888888889,4.14777445607042,3.51849986691903,0.00661895167305948,0.0376708237195114,0.0376708237195114,"FCN3/C7/KPNA2/CFB/C1QB",5
"CC","GO:0070160","tight junction","11/669","138/19979",0.0797101449275362,2.38046186174476,3.02886630481203,0.00676602770690688,0.0380382777180984,0.0380382777180984,"CLDN5/PMP22/SYNPO/WWTR1/CDH5/EPCAM/CLDN18/JAM2/ECT2/CLDN4/CLDN3",11
"CC","GO:0014704","intercalated disc","6/669","51/19979",0.117647058823529,3.51340895102436,3.34514012405987,0.00689985355887894,0.0383232830197975,0.0383232830197975,"DSG2/SLC2A1/FXYD1/DSP/DES/ATP2A2",6
"CC","GO:0031253","cell projection membrane","22/669","370/19979",0.0594594594594595,1.77569587524744,2.80325462438927,0.00700169297761909,0.0384259578890762,0.0384259578890762,"NME1/FOLR1/CA4/SPTBN1/SLC7A11/FAP/PTCH1/FGR/CEACAM1/KCNN4/JCAD/SLC7A5/PODXL/CD36/FAM107A/S100P/MACF1/AQP1/GABBR1/DLC1/FERMT2/DMD",22
"CC","GO:0031252","cell leading edge","25/669","439/19979",0.0569476082004556,1.70068200932272,2.76305082438609,0.00720696660345703,0.0390871953434552,0.0390871953434552,"NME1/SNX1/SPTBN1/MYH10/MYLK/FAP/WASF3/FGR/KCNN4/LDB2/JCAD/SLK/CDH1/DST/PODXL/NEDD9/ABLIM1/ARHGEF6/DUOX1/FAM107A/MACF1/GABBR1/DLC1/FERMT2/ARHGAP44",25
"CC","GO:0034358","plasma lipoprotein particle","5/669","37/19979",0.135135135135135,4.03567244374419,3.44008632487048,0.00744671307718538,0.0394590198687639,0.0394590198687639,"LDLR/CLU/PCYOX1/LPL/MSR1",5
"CC","GO:1990777","lipoprotein particle","5/669","37/19979",0.135135135135135,4.03567244374419,3.44008632487048,0.00744671307718538,0.0394590198687639,0.0394590198687639,"LDLR/CLU/PCYOX1/LPL/MSR1",5
"CC","GO:0005771","multivesicular body","7/669","69/19979",0.101449275362319,3.0296787331297,3.14350490956842,0.00818684248890536,0.0428878907657428,0.0428878907657428,"SFTPD/SFTPB/LAPTM4B/SFTPA2/ABCA3/SFTPC/NEDD4L",7
"CC","GO:0044295","axonal growth cone","4/669","25/19979",0.16,4.77823617339312,3.51837437105642,0.00900297385902013,0.0466333814495312,0.0466333814495312,"TRPV2/PTCH1/GPM6A/FLRT3",4
"CC","GO:0000793","condensed chromosome","18/669","291/19979",0.0618556701030928,1.84725625260043,2.709932060913,0.00951653183710329,0.0487457908544957,0.0487457908544957,"CENPA/RCC1/H3-3B/BUB1B/TTK/ZWINT/NDC80/KAT2B/BIRC5/AURKA/CENPF/BUB1/TOP2A/CCNB1/NEK2/CDC20/MAD2L1/CENPU",18
"MF","GO:0005201","extracellular matrix structural constituent","37/656","181/18706",0.204419889502762,5.82908300768091,12.445633925513,2.23648241166565e-18,1.91219246197413e-15,1.30452781753262e-15,"CHI3L1/EFEMP1/MATN2/SRPX/COL1A1/SRPX2/COL5A2/MFAP4/TNXB/OGN/ANOS1/COL5A1/TFPI2/MMRN2/TNC/PRELP/DCN/FBLN5/FBLN1/LAMA4/MUC5B/COL11A1/MUC4/POSTN/LTBP4/COMP/THBS2/COL1A2/VCAN/COL10A1/MXRA5/COL4A3/VWF/COL3A1/COL4A5/COL13A1/DPT",37
"MF","GO:0005539","glycosaminoglycan binding","35/656","233/18706",0.150214592274678,4.28340573641788,9.61448377411537,3.36617036268491e-13,1.4390378300478e-10,9.8173427471891e-11,"CLEC3B/CCN2/TNXB/MDK/ANOS1/TGFBR2/COL5A1/PTCH1/HYAL2/NDNF/IGHM/TGFBR3/PRELP/DCN/ECM2/ADAMTS8/PCOLCE2/SPOCK2/POSTN/LTBP4/SLIT2/COMP/THBS2/LYVE1/LPL/ADAMTS1/PTN/FGFR4/VCAN/ENG/CXCL13/FGFR2/HBEGF/DMBT1/COL13A1",35
"MF","GO:0019838","growth factor binding","24/656","135/18706",0.177777777777778,5.06937669376694,9.04626499542846,5.00788744142358e-11,1.42724792080572e-08,9.7369101292475e-09,"CHRDL1/COL1A1/SRPX2/NTRK2/CCN2/TGFBR2/COL5A1/A2M/HYAL2/TGFBR3/KL/LRRC32/LTBP4/IGFBP2/COL1A2/DUSP1/FGFR4/ENG/CD36/CXCL13/FGFR2/GHR/IGFBP3/COL3A1",24
"MF","GO:0005178","integrin binding","25/656","151/18706",0.165562913907285,4.72106687126474,8.752208234276,9.83301328304638e-11,2.10180658925116e-08,1.43388556187531e-08,"PLPP3/EMP2/CCN2/TNXB/COL5A1/SVEP1/FAP/ICAM2/TNC/CXCL12/FBLN5/FBLN1/ECM2/ADAMTS8/DST/LTBP4/SPP1/COMP/PTN/JAM2/COL4A3/SLC6A4/VWF/FERMT2/COL3A1",25
"MF","GO:0003823","antigen binding","26/656","178/18706",0.146067415730337,4.16514798574952,8.08875950434297,7.07516924070005e-10,1.20985394015971e-07,8.25381415038307e-08,"IGHG1/IGKV1-17/IGLV3-25/IGKC/IGHV3-23/HLA-E/IGHV1-69-2/IGHD/IGHM/IGLV3-19/IGHV3-21/IGKV2D-28/IGHV1-69/IGHV3-48/IL7R/SLC7A5/IGHA1/FCN3/IGHG3/IGLV2-14/IGKV4-1/IGHA2/IGKV1D-39/IGKV1-39/IGHV4-31/IGLL5",26
"MF","GO:0008201","heparin binding","25/656","168/18706",0.148809523809524,4.24333986643438,8.05022159443845,1.01146641188924e-09,1.35164567961176e-07,9.22113973130591e-08,"CLEC3B/CCN2/TNXB/MDK/ANOS1/COL5A1/PTCH1/NDNF/TGFBR3/PRELP/ECM2/ADAMTS8/PCOLCE2/POSTN/SLIT2/COMP/THBS2/LPL/ADAMTS1/PTN/FGFR4/CXCL13/FGFR2/HBEGF/COL13A1",25
"MF","GO:0004857","enzyme inhibitor activity","45/656","470/18706",0.0957446808510638,2.73018292682927,7.24216361525588,1.10661049792776e-09,1.35164567961176e-07,9.22113973130591e-08,"GAPDH/SLPI/PROS1/SERPING1/CST1/WFDC2/RASIP1/CDKN2A/ANOS1/TIMP3/A2M/TFPI2/SCG5/HYAL2/GPC3/RECK/PKIG/ANP32E/GMFG/PHACTR2/SPOCK2/SPINK1/KAT2B/BIRC5/ITIH5/CDKN1C/SLIT2/PPP1R14B/ARRB1/FRY/PTN/ANXA8/PTPRB/COL4A3/CAV1/CP/CRIM1/ANXA3/CAMK2N1/TIMP1/WFDC1/SFN/SCGB1A1/RCAN1/SH3BP5",45
"MF","GO:1901681","sulfur compound binding","29/656","266/18706",0.109022556390977,3.10880478635613,6.60372396378534,6.73415690029086e-08,7.19713018718586e-06,4.90999557957402e-06,"NME1/RCC1/CLEC3B/CCN2/TNXB/MDK/ANOS1/COL5A1/PTCH1/CD34/NDNF/TGFBR3/PRELP/ECM2/ADAMTS8/PCOLCE2/POSTN/SLIT2/COMP/THBS2/LPL/ADAMTS1/PTN/FGFR4/CXCL13/FGFR2/HBEGF/DMBT1/COL13A1",29
"MF","GO:0034987","immunoglobulin receptor binding","8/656","19/18706",0.421052631578947,12.0064184852375,9.15050793612888,1.17661546474445e-07,1.11778469150723e-05,7.62570323375235e-06,"IGHG1/FGR/IGHD/IGHM/IGHA1/IGHG3/IGHA2/ADAM28",8
"MF","GO:0050431","transforming growth factor beta binding","8/656","23/18706",0.347826086956522,9.91834570519618,8.15862716346643,6.73882291691404e-07,5.7616935939615e-05,3.93071812534108e-05,"CHRDL1/TGFBR2/HYAL2/TGFBR3/LRRC32/LTBP4/ENG/CD36",8
"MF","GO:0030020","extracellular matrix structural constituent conferring tensile strength","10/656","42/18706",0.238095238095238,6.78934378629501,7.16050735239564,1.40015404035545e-06,0.000108830154954901,7.42456459526485e-05,"COL1A1/COL5A2/COL5A1/COL11A1/COL1A2/COL10A1/COL4A3/COL3A1/COL4A5/COL13A1",10
"MF","GO:0019955","cytokine binding","18/656","143/18706",0.125874125874126,3.58933140030701,5.92548287324337,2.73099337106056e-06,0.000194583277688065,0.000132747777024858,"SOSTDC1/CHRDL1/LEPR/CX3CR1/TGFBR2/A2M/HYAL2/TGFBR3/LRRC32/LTBP4/COMP/ZFP36/ENG/CD36/ACKR1/GREM1/GHR/IL1RL1",18
"MF","GO:0061134","peptidase regulator activity","24/656","237/18706",0.10126582278481,2.88761963569003,5.57518318382581,3.37431509262944e-06,0.000221926108015244,0.000151401486565714,"GAPDH/SLPI/PROS1/SERPING1/CST1/WFDC2/HSPD1/ANOS1/TIMP3/A2M/TFPI2/GPC3/RECK/FBLN1/PCOLCE2/SPOCK2/SPINK1/BIRC5/ITIH5/COL4A3/CAV1/CRIM1/TIMP1/WFDC1",24
"MF","GO:0030414","peptidase inhibitor activity","20/656","179/18706",0.111731843575419,3.18606077122224,5.60245489163135,5.00920721650312e-06,0.000305919440722155,0.000208703061162613,"GAPDH/SLPI/PROS1/SERPING1/CST1/WFDC2/ANOS1/TIMP3/A2M/TFPI2/GPC3/RECK/SPOCK2/SPINK1/BIRC5/ITIH5/COL4A3/CRIM1/TIMP1/WFDC1",20
"MF","GO:0004866","endopeptidase inhibitor activity","19/656","171/18706",0.111111111111111,3.16836043360434,5.43031980338843,9.31443044812476e-06,0.000530922535543112,0.000362203716594461,"GAPDH/SLPI/PROS1/SERPING1/CST1/WFDC2/ANOS1/TIMP3/A2M/TFPI2/RECK/SPOCK2/SPINK1/BIRC5/ITIH5/COL4A3/CRIM1/TIMP1/WFDC1",19
"MF","GO:0019199","transmembrane receptor protein kinase activity","12/656","79/18706",0.151898734177215,4.33142945353504,5.65672260476862,1.86596134481584e-05,0.000997123093635965,0.000680253080701613,"SOSTDC1/EFEMP1/NTRK2/TGFBR2/TGFBR3/LTBP4/TEK/EFNA4/FGFR4/TIE1/CRIM1/FGFR2",12
"MF","GO:0061135","endopeptidase regulator activity","20/656","200/18706",0.1,2.8515243902439,5.01857396369915,2.61427155382098e-05,0.00131482481089232,0.000896994196504842,"GAPDH/SLPI/PROS1/SERPING1/CST1/WFDC2/HSPD1/ANOS1/TIMP3/A2M/TFPI2/RECK/SPOCK2/SPINK1/BIRC5/ITIH5/COL4A3/CRIM1/TIMP1/WFDC1",20
"MF","GO:0019207","kinase regulator activity","26/656","308/18706",0.0844155844155844,2.40713097877732,4.74697285434253,3.49915319332168e-05,0.0016620977668278,0.00113390927712749,"CCNB2/RGCC/CKS1B/TPX2/RASIP1/CDKN2A/CD24/TGFBR2/HYAL2/PKIG/GMFG/GPRC5A/KAT2B/KLF4/CDKN1C/CCNB1/PTPRB/CAV1/HBEGF/CAMK2N1/GREM1/PIK3R1/FERMT2/GHR/SFN/SH3BP5",26
"MF","GO:0038024","cargo receptor activity","11/656","74/18706",0.148648648648649,4.23875247198418,5.32176940483052,5.08489047369752e-05,0.00224424025104974,0.00153105604950366,"FOLR1/LDLR/COLEC12/MARCO/MRC1/AGER/LYVE1/CD36/MSR1/DMBT1/OLR1",11
